date,league,season,season_type,covid,home_team,away_team,home_goals,away_goals,result,home_last3_points,away_last3_points,result_label,home_form_group,away_form_group,stadium,capacity,ht_home_goals,ht_away_goals,ht_result
2021-05-12,Serie A,2020_2021,covid,1,Cagliari,Fiorentina,0,0,D,7,5,Draw,good,medium,Unipol Domus,16233.0,0.0,0.0,D
2021-05-12,Serie A,2020_2021,covid,1,Inter,Roma,3,1,H,9,3,Home Win,good,bad,NA,NA,2.0,1.0,H
2021-05-12,Serie A,2020_2021,covid,1,Lazio,Parma,1,0,H,6,0,Home Win,medium,bad,NA,NA,0.0,0.0,D
2021-05-12,Serie A,2020_2021,covid,1,Sampdoria,Spezia,2,2,D,3,1,Draw,bad,bad,NA,NA,1.0,1.0,D
2021-05-12,Serie A,2020_2021,covid,1,Sassuolo,Juventus,1,3,A,7,4,Away Win,good,medium,NA,NA,0.0,2.0,A
2021-05-12,Serie A,2020_2021,covid,1,Torino,Milan,0,7,A,4,6,Away Win,medium,medium,Stadio Filadelfia,4000.0,0.0,2.0,A
2021-05-13,La Liga,2020_2021,covid,1,Eibar,Betis,1,1,D,6,5,Draw,medium,medium,NA,NA,0.0,1.0,A
2021-05-13,La Liga,2020_2021,covid,1,Granada,Real Madrid,1,4,A,3,5,Away Win,bad,medium,NA,NA,0.0,2.0,A
2021-05-13,La Liga,2020_2021,covid,1,Valladolid,Villarreal,0,2,A,2,3,Away Win,bad,bad,José Zorilla,26512.0,0.0,0.0,D
2021-05-13,Premier League,2020_2021,covid,1,Aston Villa,Everton,0,0,D,4,6,Draw,medium,medium,Villa Park,42786.0,0.0,0.0,D
2021-05-13,Premier League,2020_2021,covid,1,Man United,Liverpool,2,4,A,4,5,Away Win,medium,medium,Old Trafford,75653.0,1.0,2.0,A
2021-05-13,Serie A,2020_2021,covid,1,Crotone,Verona,2,1,H,3,2,Home Win,bad,bad,NA,NA,1.0,0.0,H
2021-05-14,Premier League,2020_2021,covid,1,Newcastle,Man City,3,4,A,4,6,Away Win,medium,medium,St James' Park,52409.0,2.0,2.0,D
2021-05-15,Bundesliga,2020_2021,covid,1,Augsburg,Werder Bremen,2,0,H,0,1,Home Win,bad,bad,Impuls Arena,30660.0,0.0,0.0,D
2021-05-15,Bundesliga,2020_2021,covid,1,Bielefeld,Hoffenheim,1,1,D,4,7,Draw,medium,good,NA,NA,1.0,1.0,D
2021-05-15,Bundesliga,2020_2021,covid,1,Freiburg,Bayern Munich,2,2,D,4,6,Draw,medium,medium,Kara Orman Stadyumu,24036.0,1.0,1.0,D
2021-05-15,Bundesliga,2020_2021,covid,1,Hertha,FC Koln,0,0,D,7,6,Draw,good,medium,NA,NA,0.0,0.0,D
2021-05-15,Bundesliga,2020_2021,covid,1,Leverkusen,Union Berlin,1,1,D,4,3,Draw,medium,bad,NA,NA,1.0,0.0,H
2021-05-15,Bundesliga,2020_2021,covid,1,M'gladbach,Stuttgart,1,2,A,3,3,Away Win,bad,bad,Stadion im Borussia-Park,54067.0,1.0,0.0,H
2021-05-15,Bundesliga,2020_2021,covid,1,Schalke 04,Ein Frankfurt,4,3,H,0,4,Home Win,bad,medium,NA,NA,1.0,1.0,D
2021-05-15,Premier League,2020_2021,covid,1,Brighton,West Ham,1,1,D,3,3,Draw,bad,bad,Falmer Stadyumu,22500.0,0.0,0.0,D
2021-05-15,Premier League,2020_2021,covid,1,Burnley,Leeds,0,4,A,6,4,Away Win,medium,medium,NA,NA,0.0,1.0,A
2021-05-15,Premier League,2020_2021,covid,1,Southampton,Fulham,3,1,H,4,1,Home Win,medium,bad,St Mary's Stadium,32689.0,1.0,0.0,H
2021-05-15,Serie A,2020_2021,covid,1,Genoa,Atalanta,3,4,A,3,7,Away Win,bad,good,NA,NA,0.0,3.0,A
2021-05-15,Serie A,2020_2021,covid,1,Juventus,Inter,3,2,H,6,9,Home Win,medium,good,Juventus Stadium,41507.0,2.0,1.0,H
2021-05-15,Serie A,2020_2021,covid,1,Roma,Lazio,2,0,H,3,6,Home Win,bad,medium,Campo Testaccio,20000.0,1.0,0.0,H
2021-05-15,Serie A,2020_2021,covid,1,Spezia,Torino,4,1,H,2,4,Home Win,bad,medium,NA,NA,2.0,0.0,H
2021-05-16,Bundesliga,2020_2021,covid,1,Mainz,Dortmund,1,3,A,5,9,Away Win,medium,good,NA,NA,0.0,2.0,A
2021-05-16,Bundesliga,2020_2021,covid,1,RB Leipzig,Wolfsburg,2,2,D,3,6,Draw,bad,medium,Red Bull Arena,44345.0,0.0,2.0,A
2021-05-16,La Liga,2020_2021,covid,1,Alaves,Granada,4,2,H,4,0,Home Win,medium,bad,Mendizorrotza,19900.0,2.0,1.0,H
2021-05-16,La Liga,2020_2021,covid,1,Ath Bilbao,Real Madrid,0,1,A,4,7,Away Win,medium,good,NA,NA,0.0,0.0,D
2021-05-16,La Liga,2020_2021,covid,1,Ath Madrid,Osasuna,2,1,H,7,4,Home Win,good,medium,Vicente Calderón,54851.0,0.0,0.0,D
2021-05-16,La Liga,2020_2021,covid,1,Barcelona,Celta,1,2,A,5,9,Away Win,medium,good,Camp Nou,99354.0,1.0,1.0,D
2021-05-16,La Liga,2020_2021,covid,1,Betis,Huesca,1,0,H,5,6,Home Win,medium,medium,Benito Villamarín,52745.0,0.0,0.0,D
2021-05-16,La Liga,2020_2021,covid,1,Cadiz,Elche,1,3,A,6,0,Away Win,medium,bad,NA,NA,1.0,0.0,H
2021-05-16,La Liga,2020_2021,covid,1,Getafe,Levante,2,1,H,0,2,Home Win,bad,bad,Alfonso Pérez,16000.0,1.0,1.0,D
2021-05-16,La Liga,2020_2021,covid,1,Sociedad,Valladolid,4,1,H,3,1,Home Win,bad,bad,Anoeta,32076.0,4.0,0.0,H
2021-05-16,La Liga,2020_2021,covid,1,Valencia,Eibar,4,1,H,3,7,Home Win,bad,good,Mestalla,55000.0,3.0,1.0,H
2021-05-16,La Liga,2020_2021,covid,1,Villarreal,Sevilla,4,0,H,6,4,Home Win,medium,medium,El Madrigal,26000.0,1.0,0.0,H
2021-05-16,Ligue 1,2020_2021,covid,1,Bordeaux,Lens,3,0,H,3,3,Home Win,bad,bad,NA,NA,1.0,0.0,H
2021-05-16,Ligue 1,2020_2021,covid,1,Dijon,Nantes,0,4,A,0,9,Away Win,bad,good,NA,NA,0.0,2.0,A
2021-05-16,Ligue 1,2020_2021,covid,1,Lille,St Etienne,0,0,D,9,6,Draw,good,medium,Stade Borne de l'Espoir,50186.0,0.0,0.0,D
2021-05-16,Ligue 1,2020_2021,covid,1,Lorient,Metz,2,1,H,6,3,Home Win,medium,bad,NA,NA,1.0,0.0,H
2021-05-16,Ligue 1,2020_2021,covid,1,Marseille,Angers,3,2,H,4,3,Home Win,medium,bad,Vélodrome Stadyumu,60013.0,1.0,0.0,H
2021-05-16,Ligue 1,2020_2021,covid,1,Monaco,Rennes,2,1,H,6,4,Home Win,medium,medium,NA,NA,2.0,0.0,H
2021-05-16,Ligue 1,2020_2021,covid,1,Montpellier,Brest,0,0,D,3,3,Draw,bad,bad,Stade de la Mosson,32939.0,0.0,0.0,D
2021-05-16,Ligue 1,2020_2021,covid,1,Nice,Strasbourg,0,2,A,6,1,Away Win,medium,bad,Grand Stade Nice,35624.0,0.0,1.0,A
2021-05-16,Ligue 1,2020_2021,covid,1,Nimes,Lyon,2,5,A,4,6,Away Win,medium,medium,NA,NA,1.0,3.0,A
2021-05-16,Ligue 1,2020_2021,covid,1,Paris SG,Reims,4,0,H,7,1,Home Win,good,bad,NA,NA,2.0,0.0,H
2021-05-16,Premier League,2020_2021,covid,1,Crystal Palace,Aston Villa,3,2,H,3,4,Home Win,bad,medium,Selhurst Park,26225.0,1.0,2.0,A
2021-05-16,Premier League,2020_2021,covid,1,Everton,Sheffield United,0,1,A,4,3,Away Win,medium,bad,Goodison Park,40157.0,0.0,1.0,A
2021-05-16,Premier League,2020_2021,covid,1,Tottenham,Wolves,2,0,H,6,4,Home Win,medium,medium,White Hart Lane,36230.0,1.0,0.0,H
2021-05-16,Premier League,2020_2021,covid,1,West Brom,Liverpool,1,2,A,2,7,Away Win,bad,good,NA,NA,1.0,1.0,D
2021-05-16,Serie A,2020_2021,covid,1,Benevento,Crotone,1,1,D,0,3,Draw,bad,bad,NA,NA,1.0,0.0,H
2021-05-16,Serie A,2020_2021,covid,1,Fiorentina,Napoli,0,2,A,5,7,Away Win,medium,good,Stadio Artemio Franchi,43147.0,0.0,0.0,D
2021-05-16,Serie A,2020_2021,covid,1,Milan,Cagliari,0,0,D,9,5,Draw,good,medium,NA,NA,0.0,0.0,D
2021-05-16,Serie A,2020_2021,covid,1,Parma,Sassuolo,1,3,A,0,4,Away Win,bad,medium,Stadio Ennio Tardini,27906.0,1.0,1.0,D
2021-05-16,Serie A,2020_2021,covid,1,Udinese,Sampdoria,0,1,A,1,4,Away Win,bad,medium,Stadio Friuli,25144.0,0.0,0.0,D
2021-05-17,Serie A,2020_2021,covid,1,Verona,Bologna,2,2,D,2,2,Draw,bad,bad,NA,NA,1.0,1.0,D
2021-05-18,Premier League,2020_2021,covid,1,Brighton,Man City,3,2,H,4,6,Home Win,medium,medium,Falmer Stadyumu,22500.0,0.0,1.0,A
2021-05-18,Premier League,2020_2021,covid,1,Chelsea,Leicester,2,1,H,6,4,Home Win,medium,medium,Stamford Bridge,42449.0,0.0,0.0,D
2021-05-18,Premier League,2020_2021,covid,1,Man United,Fulham,1,1,D,3,0,Draw,bad,bad,Old Trafford,75653.0,1.0,0.0,H
2021-05-18,Premier League,2020_2021,covid,1,Southampton,Leeds,0,2,A,6,6,Away Win,medium,medium,St Mary's Stadium,32689.0,0.0,0.0,D
2021-05-18,Serie A,2020_2021,covid,1,Lazio,Torino,0,0,D,3,1,Draw,bad,bad,NA,NA,0.0,0.0,D
2021-05-19,Premier League,2020_2021,covid,1,Burnley,Liverpool,0,3,A,3,9,Away Win,bad,good,NA,NA,0.0,1.0,A
2021-05-19,Premier League,2020_2021,covid,1,Crystal Palace,Arsenal,1,3,A,6,9,Away Win,medium,good,Selhurst Park,26225.0,0.0,1.0,A
2021-05-19,Premier League,2020_2021,covid,1,Everton,Wolves,1,0,H,4,4,Home Win,medium,medium,Goodison Park,40157.0,0.0,0.0,D
2021-05-19,Premier League,2020_2021,covid,1,Newcastle,Sheffield United,1,0,H,3,3,Home Win,bad,bad,St James' Park,52409.0,1.0,0.0,H
2021-05-19,Premier League,2020_2021,covid,1,Tottenham,Aston Villa,1,2,A,6,1,Away Win,medium,bad,White Hart Lane,36230.0,1.0,2.0,A
2021-05-19,Premier League,2020_2021,covid,1,West Brom,West Ham,1,3,A,1,4,Away Win,bad,medium,NA,NA,1.0,1.0,D
2021-05-21,La Liga,2020_2021,covid,1,Levante,Cadiz,2,2,D,2,3,Draw,bad,bad,NA,NA,1.0,2.0,A
2021-05-22,Bundesliga,2020_2021,covid,1,Bayern Munich,Augsburg,5,2,H,4,3,Home Win,medium,bad,NA,NA,4.0,0.0,H
2021-05-22,Bundesliga,2020_2021,covid,1,Dortmund,Leverkusen,3,1,H,9,5,Home Win,good,medium,Signal Iduna Park,81359.0,1.0,0.0,H
2021-05-22,Bundesliga,2020_2021,covid,1,Ein Frankfurt,Freiburg,3,1,H,1,4,Home Win,bad,medium,Frankfurt Stadyumu,52300.0,0.0,0.0,D
2021-05-22,Bundesliga,2020_2021,covid,1,FC Koln,Schalke 04,1,0,H,4,3,Home Win,medium,bad,NA,NA,0.0,0.0,D
2021-05-22,Bundesliga,2020_2021,covid,1,Hoffenheim,Hertha,2,1,H,5,5,Home Win,medium,medium,NA,NA,0.0,1.0,A
2021-05-22,Bundesliga,2020_2021,covid,1,Stuttgart,Bielefeld,0,2,A,6,2,Away Win,medium,bad,MHPArena,60469.0,0.0,0.0,D
2021-05-22,Bundesliga,2020_2021,covid,1,Union Berlin,RB Leipzig,2,1,H,4,4,Home Win,medium,medium,Stadion An der Alten Försterei,22012.0,0.0,0.0,D
2021-05-22,Bundesliga,2020_2021,covid,1,Werder Bremen,M'gladbach,2,4,A,1,3,Away Win,bad,bad,Weser Stadyumu,42358.0,0.0,1.0,A
2021-05-22,Bundesliga,2020_2021,covid,1,Wolfsburg,Mainz,2,3,A,4,2,Away Win,medium,bad,Volkswagen Arena,30000.0,0.0,1.0,A
2021-05-22,La Liga,2020_2021,covid,1,Celta,Betis,2,3,A,9,7,Away Win,good,good,NA,NA,1.0,0.0,H
2021-05-22,La Liga,2020_2021,covid,1,Eibar,Barcelona,0,1,A,4,2,Away Win,medium,bad,NA,NA,0.0,0.0,D
2021-05-22,La Liga,2020_2021,covid,1,Elche,Ath Bilbao,2,0,H,3,1,Home Win,bad,bad,NA,NA,1.0,0.0,H
2021-05-22,La Liga,2020_2021,covid,1,Huesca,Valencia,0,0,D,3,6,Draw,bad,medium,NA,NA,0.0,0.0,D
2021-05-22,La Liga,2020_2021,covid,1,Osasuna,Sociedad,0,1,A,4,6,Away Win,medium,medium,Reyno de Navarra,19800.0,0.0,0.0,D
2021-05-22,La Liga,2020_2021,covid,1,Real Madrid,Villarreal,2,1,H,7,6,Home Win,good,medium,Santiago Bernabéu,80354.0,0.0,1.0,A
2021-05-22,La Liga,2020_2021,covid,1,Valladolid,Ath Madrid,1,2,A,0,7,Away Win,bad,good,José Zorilla,26512.0,1.0,0.0,H
2021-05-22,Serie A,2020_2021,covid,1,Cagliari,Genoa,0,1,A,5,3,Away Win,medium,bad,Unipol Domus,16233.0,0.0,1.0,A
2021-05-22,Serie A,2020_2021,covid,1,Crotone,Fiorentina,0,0,D,4,4,Draw,medium,medium,NA,NA,0.0,0.0,D
2021-05-22,Serie A,2020_2021,covid,1,Sampdoria,Parma,3,0,H,4,0,Home Win,medium,bad,NA,NA,2.0,0.0,H
2021-05-23,La Liga,2020_2021,covid,1,Granada,Getafe,0,0,D,0,3,Draw,bad,bad,NA,NA,0.0,0.0,D
2021-05-23,La Liga,2020_2021,covid,1,Sevilla,Alaves,1,0,H,4,7,Home Win,medium,good,Ramón Sánchez Pizjuán,48649.0,0.0,0.0,D
2021-05-23,Ligue 1,2020_2021,covid,1,Angers,Lille,1,2,A,3,7,Away Win,bad,good,NA,NA,0.0,2.0,A
2021-05-23,Ligue 1,2020_2021,covid,1,Brest,Paris SG,0,2,A,1,7,Away Win,bad,good,NA,NA,0.0,1.0,A
2021-05-23,Ligue 1,2020_2021,covid,1,Lens,Monaco,0,0,D,0,6,Draw,bad,medium,Stade Félix Bollaert,41233.0,0.0,0.0,D
2021-05-23,Ligue 1,2020_2021,covid,1,Lyon,Nice,2,3,A,9,3,Away Win,good,bad,Gerland Stadyumu,41044.0,2.0,1.0,H
2021-05-23,Ligue 1,2020_2021,covid,1,Metz,Marseille,1,1,D,3,4,Draw,bad,medium,NA,NA,0.0,0.0,D
2021-05-23,Ligue 1,2020_2021,covid,1,Nantes,Montpellier,1,2,A,9,4,Away Win,good,medium,Beaujoire Stadyumu,38285.0,1.0,1.0,D
2021-05-23,Ligue 1,2020_2021,covid,1,Reims,Bordeaux,1,2,A,1,6,Away Win,bad,medium,Stade Auguste-Delaune II,21684.0,1.0,1.0,D
2021-05-23,Ligue 1,2020_2021,covid,1,Rennes,Nimes,2,0,H,1,4,Home Win,bad,medium,Stade de la Route de Lorient,31127.0,1.0,0.0,H
2021-05-23,Ligue 1,2020_2021,covid,1,St Etienne,Dijon,0,1,A,7,0,Away Win,good,bad,NA,NA,0.0,1.0,A
2021-05-23,Ligue 1,2020_2021,covid,1,Strasbourg,Lorient,1,1,D,4,6,Draw,medium,medium,Meinau Stadyumu,29230.0,1.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,Arsenal,Brighton,2,0,H,9,4,Home Win,good,medium,Emirates Stadyumu,60361.0,0.0,0.0,D
2021-05-23,Premier League,2020_2021,covid,1,Aston Villa,Chelsea,2,1,H,4,6,Home Win,medium,medium,Villa Park,42786.0,1.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,Fulham,Newcastle,0,2,A,1,6,Away Win,bad,medium,Craven Cottage,25700.0,0.0,1.0,A
2021-05-23,Premier League,2020_2021,covid,1,Leeds,West Brom,3,1,H,9,0,Home Win,good,bad,NA,NA,2.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,Leicester,Tottenham,2,4,A,3,3,Away Win,bad,bad,King Power Stadyumu,32312.0,1.0,1.0,D
2021-05-23,Premier League,2020_2021,covid,1,Liverpool,Crystal Palace,2,0,H,9,3,Home Win,good,bad,Anfield,45276.0,1.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,Man City,Everton,5,0,H,3,4,Home Win,bad,medium,Etihad Stadium,47405.0,2.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,Sheffield United,Burnley,1,0,H,3,3,Home Win,bad,bad,NA,NA,1.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,West Ham,Southampton,3,0,H,4,6,Home Win,medium,medium,The Boleyn Ground,35303.0,2.0,0.0,H
2021-05-23,Premier League,2020_2021,covid,1,Wolves,Man United,1,2,A,3,1,Away Win,bad,bad,Molineux,24259.0,1.0,2.0,A
2021-05-23,Serie A,2020_2021,covid,1,Atalanta,Milan,0,2,A,9,7,Away Win,good,good,Stadio Atleti Azzurri d'Italia,26562.0,0.0,1.0,A
2021-05-23,Serie A,2020_2021,covid,1,Bologna,Juventus,1,4,A,2,6,Away Win,bad,medium,Stadio Renato Dall'Ara,38279.0,0.0,3.0,A
2021-05-23,Serie A,2020_2021,covid,1,Inter,Udinese,5,1,H,6,1,Home Win,medium,bad,NA,NA,2.0,0.0,H
2021-05-23,Serie A,2020_2021,covid,1,Napoli,Verona,1,1,D,9,2,Draw,good,bad,Stadio Arturo Collana,12000.0,0.0,0.0,D
2021-05-23,Serie A,2020_2021,covid,1,Sassuolo,Lazio,2,0,H,6,4,Home Win,medium,medium,NA,NA,1.0,0.0,H
2021-05-23,Serie A,2020_2021,covid,1,Spezia,Roma,2,2,D,4,6,Draw,medium,medium,NA,NA,2.0,0.0,H
2021-05-23,Serie A,2020_2021,covid,1,Torino,Benevento,1,1,D,1,1,Draw,bad,bad,Stadio Filadelfia,4000.0,1.0,0.0,H
2024-08-15,La Liga,2024_2025,normal,0,Ath Bilbao,Getafe,1,1,D,0,0,Draw,bad,bad,NA,NA,1.0,0.0,H
2024-08-15,La Liga,2024_2025,normal,0,Betis,Girona,1,1,D,0,0,Draw,bad,bad,Benito Villamarín,52745.0,1.0,0.0,H
2024-08-16,La Liga,2024_2025,normal,0,Celta,Alaves,2,1,H,0,0,Home Win,bad,bad,NA,NA,0.0,1.0,A
2024-08-16,La Liga,2024_2025,normal,0,Las Palmas,Sevilla,2,2,D,0,0,Draw,bad,bad,Gran Canaria,32520.0,1.0,1.0,D
2024-08-16,Ligue 1,2024_2025,normal,0,Le Havre,Paris SG,1,4,A,0,0,Away Win,bad,bad,NA,NA,0.0,1.0,A
2024-08-16,Premier League,2024_2025,normal,0,Man United,Fulham,1,0,H,0,0,Home Win,bad,bad,Old Trafford,75653.0,0.0,0.0,D
2024-08-17,La Liga,2024_2025,normal,0,Osasuna,Leganes,1,1,D,0,0,Draw,bad,bad,Reyno de Navarra,19800.0,0.0,1.0,A
2024-08-17,La Liga,2024_2025,normal,0,Valencia,Barcelona,1,2,A,0,0,Away Win,bad,bad,Mestalla,55000.0,1.0,1.0,D
2024-08-17,Ligue 1,2024_2025,normal,0,Brest,Marseille,1,5,A,0,0,Away Win,bad,bad,NA,NA,1.0,3.0,A
2024-08-17,Ligue 1,2024_2025,normal,0,Monaco,St Etienne,1,0,H,0,0,Home Win,bad,bad,NA,NA,1.0,0.0,H
2024-08-17,Ligue 1,2024_2025,normal,0,Reims,Lille,0,2,A,0,0,Away Win,bad,bad,Stade Auguste-Delaune II,21684.0,0.0,1.0,A
2024-08-17,Premier League,2024_2025,normal,0,Arsenal,Wolves,2,0,H,0,0,Home Win,bad,bad,Emirates Stadyumu,60361.0,1.0,0.0,H
2024-08-17,Premier League,2024_2025,normal,0,Everton,Brighton,0,3,A,0,0,Away Win,bad,bad,Goodison Park,40157.0,0.0,1.0,A
2024-08-17,Premier League,2024_2025,normal,0,Ipswich,Liverpool,0,2,A,0,0,Away Win,bad,bad,Portman Road,30311.0,0.0,0.0,D
2024-08-17,Premier League,2024_2025,normal,0,Newcastle,Southampton,1,0,H,0,0,Home Win,bad,bad,St James' Park,52409.0,1.0,0.0,H
2024-08-17,Premier League,2024_2025,normal,0,Nott'm Forest,Bournemouth,1,1,D,0,0,Draw,bad,bad,City Ground,30576.0,1.0,0.0,H
2024-08-17,Premier League,2024_2025,normal,0,West Ham,Aston Villa,1,2,A,0,0,Away Win,bad,bad,The Boleyn Ground,35303.0,1.0,1.0,D
2024-08-17,Serie A,2024_2025,normal,0,Empoli,Monza,0,0,D,0,0,Draw,bad,bad,Stadio Carlo Castellani,21092.0,0.0,0.0,D
2024-08-17,Serie A,2024_2025,normal,0,Genoa,Inter,2,2,D,0,0,Draw,bad,bad,NA,NA,1.0,1.0,D
2024-08-17,Serie A,2024_2025,normal,0,Milan,Torino,2,2,D,0,0,Draw,bad,bad,NA,NA,0.0,1.0,A
2024-08-17,Serie A,2024_2025,normal,0,Parma,Fiorentina,1,1,D,0,0,Draw,bad,bad,Stadio Ennio Tardini,27906.0,1.0,0.0,H
2024-08-18,La Liga,2024_2025,normal,0,Mallorca,Real Madrid,1,1,D,0,0,Draw,bad,bad,Son Moix Stadyumu,23142.0,0.0,1.0,A
2024-08-18,La Liga,2024_2025,normal,0,Sociedad,Vallecano,1,2,A,0,0,Away Win,bad,bad,Anoeta,32076.0,0.0,0.0,D
2024-08-18,Ligue 1,2024_2025,normal,0,Angers,Lens,0,1,A,0,0,Away Win,bad,bad,NA,NA,0.0,1.0,A
2024-08-18,Ligue 1,2024_2025,normal,0,Auxerre,Nice,2,1,H,0,0,Home Win,bad,bad,Stade de l'Abbé-Deschamps,23467.0,1.0,1.0,D
2024-08-18,Ligue 1,2024_2025,normal,0,Montpellier,Strasbourg,1,1,D,0,0,Draw,bad,bad,Stade de la Mosson,32939.0,0.0,0.0,D
2024-08-18,Ligue 1,2024_2025,normal,0,Rennes,Lyon,3,0,H,0,0,Home Win,bad,bad,Stade de la Route de Lorient,31127.0,2.0,0.0,H
2024-08-18,Ligue 1,2024_2025,normal,0,Toulouse,Nantes,0,0,D,0,0,Draw,bad,bad,Belediye Stadyumu (Toulouse),35575.0,0.0,0.0,D
2024-08-18,Premier League,2024_2025,normal,0,Brentford,Crystal Palace,2,1,H,0,0,Home Win,bad,bad,Griffin Park,12763.0,1.0,0.0,H
2024-08-18,Premier League,2024_2025,normal,0,Chelsea,Man City,0,2,A,0,0,Away Win,bad,bad,Stamford Bridge,42449.0,0.0,1.0,A
2024-08-18,Serie A,2024_2025,normal,0,Bologna,Udinese,1,1,D,0,0,Draw,bad,bad,Stadio Renato Dall'Ara,38279.0,0.0,0.0,D
2024-08-18,Serie A,2024_2025,normal,0,Cagliari,Roma,0,0,D,0,0,Draw,bad,bad,Unipol Domus,16233.0,0.0,0.0,D
2024-08-18,Serie A,2024_2025,normal,0,Lazio,Venezia,3,1,H,0,0,Home Win,bad,bad,NA,NA,2.0,1.0,H
2024-08-18,Serie A,2024_2025,normal,0,Verona,Napoli,3,0,H,0,0,Home Win,bad,bad,NA,NA,0.0,0.0,D
2024-08-19,La Liga,2024_2025,normal,0,Valladolid,Espanol,1,0,H,0,0,Home Win,bad,bad,José Zorilla,26512.0,1.0,0.0,H
2024-08-19,La Liga,2024_2025,normal,0,Villarreal,Ath Madrid,2,2,D,0,0,Draw,bad,bad,El Madrigal,26000.0,2.0,2.0,D
2024-08-19,Premier League,2024_2025,normal,0,Leicester,Tottenham,1,1,D,0,0,Draw,bad,bad,King Power Stadyumu,32312.0,0.0,1.0,A
2024-08-19,Serie A,2024_2025,normal,0,Juventus,Como,3,0,H,0,0,Home Win,bad,bad,Juventus Stadium,41507.0,2.0,0.0,H
2024-08-19,Serie A,2024_2025,normal,0,Lecce,Atalanta,0,4,A,0,0,Away Win,bad,bad,Stadio Via del Mare,40670.0,0.0,2.0,A
2024-08-23,Bundesliga,2024_2025,normal,0,M'gladbach,Leverkusen,2,3,A,0,0,Away Win,bad,bad,Stadion im Borussia-Park,54067.0,0.0,2.0,A
2024-08-23,La Liga,2024_2025,normal,0,Celta,Valencia,3,1,H,3,0,Home Win,bad,bad,NA,NA,2.0,1.0,H
2024-08-23,La Liga,2024_2025,normal,0,Sevilla,Villarreal,1,2,A,1,1,Away Win,bad,bad,Ramón Sánchez Pizjuán,48649.0,1.0,1.0,D
2024-08-23,Ligue 1,2024_2025,normal,0,Paris SG,Montpellier,6,0,H,3,1,Home Win,bad,bad,NA,NA,2.0,0.0,H
2024-08-24,Bundesliga,2024_2025,normal,0,Augsburg,Werder Bremen,2,2,D,0,0,Draw,bad,bad,Impuls Arena,30660.0,2.0,1.0,H
2024-08-24,Bundesliga,2024_2025,normal,0,Dortmund,Ein Frankfurt,2,0,H,0,0,Home Win,bad,bad,Signal Iduna Park,81359.0,0.0,0.0,D
2024-08-24,Bundesliga,2024_2025,normal,0,Freiburg,Stuttgart,3,1,H,0,0,Home Win,bad,bad,Kara Orman Stadyumu,24036.0,1.0,1.0,D
2024-08-24,Bundesliga,2024_2025,normal,0,Hoffenheim,Holstein Kiel,3,2,H,0,0,Home Win,bad,bad,NA,NA,2.0,0.0,H
2024-08-24,Bundesliga,2024_2025,normal,0,Mainz,Union Berlin,1,1,D,0,0,Draw,bad,bad,NA,NA,0.0,0.0,D
2024-08-24,Bundesliga,2024_2025,normal,0,RB Leipzig,Bochum,1,0,H,0,0,Home Win,bad,bad,Red Bull Arena,44345.0,0.0,0.0,D
2024-08-24,La Liga,2024_2025,normal,0,Barcelona,Ath Bilbao,2,1,H,3,1,Home Win,bad,bad,Camp Nou,99354.0,1.0,1.0,D
2024-08-24,La Liga,2024_2025,normal,0,Espanol,Sociedad,0,1,A,0,0,Away Win,bad,bad,NA,NA,0.0,0.0,D
2024-08-24,La Liga,2024_2025,normal,0,Getafe,Vallecano,0,0,D,1,3,Draw,bad,bad,Alfonso Pérez,16000.0,0.0,0.0,D
2024-08-24,La Liga,2024_2025,normal,0,Osasuna,Mallorca,1,0,H,1,1,Home Win,bad,bad,Reyno de Navarra,19800.0,0.0,0.0,D
2024-08-24,Ligue 1,2024_2025,normal,0,Lille,Angers,2,0,H,3,0,Home Win,bad,bad,Stade Borne de l'Espoir,50186.0,1.0,0.0,H
2024-08-24,Ligue 1,2024_2025,normal,0,Lyon,Monaco,0,2,A,0,3,Away Win,bad,bad,Gerland Stadyumu,41044.0,0.0,0.0,D
2024-08-24,Ligue 1,2024_2025,normal,0,St Etienne,Le Havre,0,2,A,0,0,Away Win,bad,bad,NA,NA,0.0,0.0,D
2024-08-24,Premier League,2024_2025,normal,0,Aston Villa,Arsenal,0,2,A,3,3,Away Win,bad,bad,Villa Park,42786.0,0.0,0.0,D
2024-08-24,Premier League,2024_2025,normal,0,Brighton,Man United,2,1,H,3,3,Home Win,bad,bad,Falmer Stadyumu,22500.0,1.0,0.0,H
2024-08-24,Premier League,2024_2025,normal,0,Crystal Palace,West Ham,0,2,A,0,0,Away Win,bad,bad,Selhurst Park,26225.0,0.0,0.0,D
2024-08-24,Premier League,2024_2025,normal,0,Fulham,Leicester,2,1,H,0,1,Home Win,bad,bad,Craven Cottage,25700.0,1.0,1.0,D
2024-08-24,Premier League,2024_2025,normal,0,Man City,Ipswich,4,1,H,3,0,Home Win,bad,bad,Etihad Stadium,47405.0,3.0,1.0,H
